sc,22,16
sc,23,16
sc,25,16
sc,26,16
sc,27,16
sc,28,16
sc,29,16
sc,30,16
sc,31,16
sc,32,16
sc,33,16
sc,34,16
sc,36,16
sc,37,16
sc,38,16
sc,40,16
sc,41,16
sc,42,16
sc,43,16
sc,45,16
sc,46,16
sc,47,16
sc,49,16
sc,50,16
sc,51,16
sc,53,16
sc,54,16
sc,55,16
sc,56,16
sc,57,16
sc,58,16
sc,59,16
sc,60,16
sc,61,16
sc,62,16
sc,63,16
sc,0,18
sc,1,18
sc,2,18
sc,3,18
sc,4,18
sc,5,18
sc,6,18
sc,8,18
sc,9,18
sc,10,18
sc,11,18
sc,12,18
sc,13,18
sc,14,18
sc,15,18
sc,16,18
sc,18,18
sc,19,18
sc,20,18
sc,21,18
sc,23,18
sc,24,18
sc,25,18
sc,27,18
sc,28,18
sc,29,18
sc,30,18
sc,32,18
sc,33,18
sc,34,18
sc,35,18
sc,36,18
sc,37,18
sc,38,18
sc,39,18
sc,40,18
sc,41,18
sc,42,18
sc,43,18
sc,45,18
sc,46,18
sc,47,18
sc,48,18
sc,49,18
sc,50,18
sc,51,18
sc,52,18
sc,53,18
sc,54,18
sc,55,18
sc,57,18
sc,58,18
sc,59,18
sc,60,18
sc,61,18
sc,62,18
sc,63,18
sp,0,19
sk,1,19
sl,2,19
sm,3,19
sc,6,19
sc,8,19
sp,9,19
sk,10,19
sl,11,19
sm,12,19
sc,20,19
sc,25,19
sc,27,19
sk,28,19
sp,29,19
sl,30,19
sm,32,19
sc,34,19
sp,35,19
sk,36,19
sl,37,19
sm,38,19
sc,43,19
sc,45,19
sp,46,19
sk,47,19
sl,48,19
sm,49,19
sc,55,19
sc,57,19
sp,58,19
sk,59,19
sl,60,19
sm,61,19
sc,8,20
sc,20,20
sc,25,20
sc,27,20
sc,34,20
sc,43,20
sc,45,20
sc,55,20
sc,6,21
sc,8,21
sc,20,21
sp,21,21
sk,22,21
sl,23,21
sm,24,21
sc,25,21
sc,27,21
sc,34,21
sc,43,21
sc,45,21
sc,55,21
sc,57,21
sc,0,22
sc,1,22
sc,2,22
sc,3,22
sc,4,22
sc,5,22
sc,6,22
sc,8,22
sc,9,22
sc,10,22
sc,11,22
sc,12,22
sc,13,22
sc,14,22
sc,15,22
sc,16,22
sc,17,22
sc,18,22
sc,19,22
sc,20,22
sc,21,22
sc,22,22
sc,23,22
sc,24,22
sc,25,22
sc,27,22
sc,28,22
sc,29,22
sc,30,22
sc,31,22
sc,32,22
sc,33,22
sc,34,22
sc,35,22
sc,36,22
sc,37,22
sc,39,22
sc,40,22
sc,41,22
sc,42,22
sc,43,22
sc,45,22
sc,46,22
sc,47,22
sc,48,22
sc,50,22
sc,51,22
sc,52,22
sc,53,22
sc,54,22
sc,55,22
sc,57,22
sc,58,22
sc,59,22
sc,60,22
sc,61,22
sc,62,22
sc,63,22
sc,0,24
sc,1,24
sc,2,24
sc,3,24
sc,4,24
sc,5,24
sc,6,24
sc,7,24
sc,8,24
sc,9,24
sc,10,24
sc,12,24
sc,13,24
sc,14,24
sc,15,24
sc,16,24
sc,17,24
sc,18,24
sc,19,24
sc,21,24
sc,22,24
sc,23,24
sc,24,24
sc,25,24
sc,26,24
sc,27,24
sc,28,24
sc,30,24
sc,31,24
sc,32,24
sc,34,24
sc,35,24
sc,36,24
sc,37,24
sc,39,24
sc,40,24
sc,41,24
sc,42,24
sc,44,24
sc,45,24
sc,46,24
sc,48,24
sc,49,24
sc,50,24
sc,51,24
sc,52,24
sc,53,24
sc,55,24
sc,56,24
sc,57,24
sc,58,24
sc,59,24
sc,60,24
sc,61,24
sc,62,24
sc,63,24
sp,0,25
sk,1,25
sl,2,25
sm,3,25
sc,4,25
sp,5,25
sk,6,25
sl,7,25
sm,8,25
sc,10,25
sc,12,25
sp,13,25
sk,14,25
sl,15,25
sm,16,25
sc,19,25
sc,21,25
sp,22,25
sk,23,25
sl,24,25
sm,25,25
sc,28,25
sc,30,25
sp,31,25
sk,32,25
sl,34,25
sm,35,25
sc,37,25
sc,39,25
sp,40,25
sk,41,25
sl,42,25
sm,44,25
sc,46,25
sc,48,25
sp,49,25
sk,50,25
sl,51,25
sm,52,25
sc,53,25
sc,55,25
sp,56,25
sk,57,25
sl,58,25
sm,59,25
sc,4,26
sc,10,26
sc,19,26
sc,21,26
sc,28,26
sc,30,26
sc,37,26
sc,39,26
sc,46,26
sc,53,26
sc,55,26
sc,4,27
sc,10,27
sc,12,27
sc,19,27
sc,21,27
sc,28,27
sc,30,27
sc,37,27
sc,39,27
sc,46,27
sc,48,27
sc,53,27
sc,55,27
sc,4,28
sc,10,28
sc,12,28
sc,19,28
sc,21,28
sc,28,28
sc,30,28
sc,37,28
sc,39,28
sc,46,28
sc,48,28
sc,53,28
sc,55,28
sc,0,29
sc,1,29
sc,3,29
sc,4,29
sc,5,29
sc,6,29
sc,8,29
sc,9,29
sc,10,29
sc,12,29
sc,13,29
sc,14,29
sc,15,29
sc,16,29
sc,17,29
sc,18,29
sc,19,29
sc,21,29
sc,22,29
sc,23,29
sc,24,29
sc,26,29
sc,27,29
sc,28,29
sc,30,29
sc,31,29
sc,32,29
sc,33,29
sc,34,29
sc,35,29
sc,36,29
sc,37,29
sc,39,29
sc,40,29
sc,41,29
sc,42,29
sc,43,29
sc,44,29
sc,45,29
sc,46,29
sc,48,29
sc,49,29
sc,50,29
sc,51,29
sc,52,29
sc,53,29
sc,55,29
sc,56,29
sc,57,29
sc,59,29
sc,60,29
sc,61,29
sc,62,29
sc,63,29
sc,0,31
sc,1,31
sc,2,31
sc,3,31
sc,4,31
sc,6,31
sc,7,31
sc,8,31
sc,10,31
sc,11,31
sc,12,31
sc,13,31
sc,15,31
sc,16,31
sc,17,31
sc,18,31
sc,19,31
sc,20,31
sc,21,31
sc,22,31
sc,23,31
sc,24,31
sc,25,31
sc,26,31
sc,27,31
sc,28,31
sc,30,31
sc,31,31
sc,33,31
sc,34,31
sc,35,31
sc,36,31
sc,37,31
sc,38,31
sc,39,31
sc,40,31
sc,41,31
sc,43,31
sc,44,31
sc,46,31
sc,47,31
sc,48,31
sc,49,31
sc,50,31
sc,52,31
sc,53,31
sc,54,31
sc,55,31
sc,56,31
sc,57,31
sc,58,31
sc,59,31
sc,60,31
sc,62,31
sc,63,31
sl,1,32
sp,2,32
sk,3,32
sc,4,32
sc,6,32
sp,7,32
sk,8,32
sl,10,32
sm,11,32
sc,13,32
sc,15,32
sp,16,32
sk,17,32
sl,18,32
sm,19,32
sc,22,32
sp,23,32
sk,24,32
sl,25,32
sm,26,32
sc,28,32
sc,30,32
sp,31,32
sk,33,32
sl,34,32
sm,35,32
sc,37,32
sp,38,32
sk,39,32
sl,40,32
sm,41,32
sc,44,32
sc,46,32
sp,47,32
sk,48,32
sl,49,32
sc,50,32
sc,52,32
sp,53,32
sk,54,32
sl,55,32
sm,56,32
sc,58,32
sp,59,32
sk,60,32
sl,62,32
sm,63,32
sc,6,33
sc,13,33
sc,15,33
sc,22,33
sc,30,33
sc,37,33
sc,44,33
sc,46,33
sc,50,33
sc,58,33
sm,3,34
sc,4,34
sc,6,34
sc,13,34
sc,22,34
sc,28,34
sc,30,34
sc,37,34
sc,44,34
sc,46,34
sc,52,34
sc,58,34
sc,4,35
sc,6,35
sc,13,35
sc,15,35
sc,22,35
sc,28,35
sc,30,35
sc,37,35
sc,44,35
sc,46,35
sc,50,35
sc,52,35
sc,58,35
